comune,delta_rd_percent,delta_ru_totali,delta_ru_pro_capite
MOMPANTERO,0.0,0.0,0.0
MOMPANTERO,-67.07,-264.045,-413.8636363636364
MOMPANTERO,0.0,0.0,0.0
MONASTERO DI LANZO,49.02,175.138,545.601246105919
MONASTERO DI LANZO,0.0,0.0,0.0
MONASTERO DI LANZO,-45.34,-187.887,-565.9246987951807
MONASTERO DI LANZO,0.0,0.0,0.0
MONCALIERI,66.38,28646.738,512.2532410636053
MONCALIERI,0.0,0.0,0.0
MONCALIERI,0.0,0.0,0.0
MONCALIERI,-63.58,-26131.17,-462.31856622200206
MONCENISIO,-44.26,-16.17,-404.25000000000006
MONCENISIO,0.0,0.0,0.0
MONCENISIO,0.0,0.0,0.0
MONCENISIO,42.27,25.245,515.204081632653
MONTALDO TORINESE,67.55,257.844,364.7015558698727
MONTALDO TORINESE,-74.29,-242.532,-335.9168975069252
MONTALDO TORINESE,0.0,0.0,0.0
MONTALDO TORINESE,0.0,0.0,0.0
MONTALENGHE,72.0,405.226,418.18988648090817
MONTALENGHE,0.0,0.0,0.0
MONTALENGHE,0.0,0.0,0.0
MONTALENGHE,-63.86,-424.024,-430.48121827411165
MONTALTO DORA,0.0,0.0,0.0
MONTALTO DORA,0.0,0.0,0.0
MONTALTO DORA,70.0,1429.47,430.04512635379064
MONTALTO DORA,-68.66,-1451.481,-430.57876001186594
MONTANARO,67.43,2161.575,427.52670094936707
MONTANARO,0.0,0.0,0.0
MONTANARO,0.0,0.0,0.0
MONTANARO,-65.89,-2146.046,-417.92521908471275
MONTEU DA PO,-65.21,-367.951,-442.7809867629362
MONTEU DA PO,70.3,406.872,482.07582938388623
MONTEU DA PO,0.0,0.0,0.0
MONTEU DA PO,0.0,0.0,0.0
MORIONDO TORINESE,68.88,262.072,313.10872162485066
MORIONDO TORINESE,-69.37,-277.195,-326.8808962264151
MORIONDO TORINESE,0.0,0.0,0.0
MORIONDO TORINESE,0.0,0.0,0.0
NICHELINO,61.87,23688.01,513.8619896741724
NICHELINO,0.0,0.0,0.0
NICHELINO,0.0,0.0,0.0
NICHELINO,-58.3,-21782.249,-468.0831417212851
NOASCA,-1.3999999999999986,0.014000000000010004,0.13207547169804457
NOASCA,0.0,0.0,0.0
NOLE,81.77,2800.805,417.71886651752425
NOLE,0.0,0.0,0.0
NOLE,0.0,0.0,0.0
NOLE,-78.3,-2812.721,-411.9995605683316
NOMAGLIO,73.22,101.661,372.38461538461536
NOMAGLIO,0.0,0.0,0.0
NOMAGLIO,0.0,0.0,0.0
NOMAGLIO,-74.78,-120.506,-415.53793103448277
NONE,82.08,4628.689,600.894326885629
NONE,0.0,0.0,0.0
NONE,0.0,0.0,0.0
NONE,-78.63,-4084.973,-516.3661989634686
NOVALESA,0.0,0.0,0.0
NOVALESA,0.0,0.0,0.0
NOVALESA,43.31,242.107,468.29206963249516
NOVALESA,-36.39,-229.484,-434.6287878787879
OGLIANICO,54.1,593.67,411.4137214137214
OGLIANICO,0.0,0.0,0.0
OGLIANICO,0.0,0.0,0.0
OGLIANICO,-52.79,-562.693,-386.4649725274725
ORBASSANO,62.99,12909.579,560.6766123778501
ORBASSANO,0.0,0.0,0.0
ORBASSANO,0.0,0.0,0.0
ORBASSANO,-60.18,-10964.983,-473.3426721346859
ORIO CANAVESE,77.48,359.546,483.91117092866756
ORIO CANAVESE,0.0,0.0,0.0
ORIO CANAVESE,0.0,0.0,0.0
ORIO CANAVESE,-74.44,-323.539,-425.7092105263158
OSASCO,0.0,0.0,0.0
OSASCO,0.0,0.0,0.0
OSASCO,64.46,812.128,701.9256698357822
OSASCO,-67.83,-752.821,-640.1539115646259
OSASIO,75.03,388.647,421.0693391115926
OSASIO,-75.97,-386.92,-416.49085037674917
OSASIO,0.0,0.0,0.0
OSASIO,0.0,0.0,0.0
OULX,0.0,0.0,0.0
OULX,0.0,0.0,0.0
OULX,55.05,2732.909,832.4425830033506
OULX,-54.44,-2701.338,-816.6076178960096
OZEGNA,0.0,0.0,0.0
OZEGNA,-52.56,-644.301,-547.409515717927
OZEGNA,0.0,0.0,0.0
OZEGNA,48.74,597.336,498.1951626355296
PALAZZO CANAVESE,0.0,0.0,0.0
PALAZZO CANAVESE,75.58,380.748,455.98562874251496
PALAZZO CANAVESE,0.0,0.0,0.0
PALAZZO CANAVESE,-71.79,-362.2,-430.166270783848
PANCALIERI,69.08,976.642,494.50227848101264
PANCALIERI,0.0,0.0,0.0
PANCALIERI,0.0,0.0,0.0
PANCALIERI,-69.33,-928.11,-465.9186746987952
PARELLA,0.0,0.0,0.0
PARELLA,0.0,0.0,0.0
PARELLA,-79.67,-261.604,-624.3532219570405
PARELLA,81.15,239.873,565.7382075471698
PAVAROLO,-79.1,-477.695,-425.75311942959
PAVAROLO,0.0,0.0,0.0
PAVAROLO,80.49,478.729,410.92618025751074
PAVAROLO,0.0,0.0,0.0
PAVONE CANAVESE,78.26,2126.529,592.5129562552243
PAVONE CANAVESE,0.0,0.0,0.0
PAVONE CANAVESE,0.0,0.0,0.0
PAVONE CANAVESE,-66.31,-2179.588,-588.6005941128815
PECETTO TORINESE,79.51,1785.52,444.0487440935091
PECETTO TORINESE,0.0,0.0,0.0
PECETTO TORINESE,0.0,0.0,0.0
PECETTO TORINESE,-80.72,-1776.619,-438.45483711747283
PEROSA ARGENTINA,76.62,1318.31,429.4169381107492
PEROSA ARGENTINA,0.0,0.0,0.0
PEROSA ARGENTINA,0.0,0.0,0.0
PEROSA ARGENTINA,-54.58,-1379.468,-434.6149968494014
PEROSA CANAVESE,72.29,196.1,389.86083499005963
PEROSA CANAVESE,0.0,0.0,0.0
PEROSA CANAVESE,-74.9,-206.294,-400.5708737864078
PEROSA CANAVESE,0.0,0.0,0.0
PERRERO,52.35,226.546,406.7253141831239
PERRERO,0.0,0.0,0.0
PERRERO,0.0,0.0,0.0
PERRERO,-50.4,-207.835,-346.39166666666665
PERTUSIO,57.36,231.519,315.4209809264305
PERTUSIO,0.0,0.0,0.0
PERTUSIO,-56.46,-242.897,-324.2950600801068
PERTUSIO,0.0,0.0,0.0
PESSINETTO,0.0,0.0,0.0
PESSINETTO,48.04,314.709,530.7065767284992
PESSINETTO,0.0,0.0,0.0
PESSINETTO,-45.67,-359.03,-574.448
PIANEZZA,-65.79,-7349.39,-476.4596434359805
PIANEZZA,0.0,0.0,0.0
PIANEZZA,0.0,0.0,0.0
PIANEZZA,67.23,7559.729,488.1969002260252
PINASCA,75.09,1107.405,397.7747844827586
PINASCA,0.0,0.0,0.0
PINASCA,0.0,0.0,0.0
PINASCA,-60.64,-1336.886,-469.24745524745526
PINEROLO,0.0,0.0,0.0
PINEROLO,0.0,0.0,0.0
PINEROLO,70.78,16074.537,453.1996109278525
PINEROLO,-53.82,-17530.165,-493.1684296404659
PINO TORINESE,0.0,0.0,0.0
PINO TORINESE,-86.37,-3799.488,-453.50775841489616
PINO TORINESE,0.0,0.0,0.0
PINO TORINESE,85.2,3966.668,469.7060982830077
PIOBESI TORINESE,80.66,2140.49,569.8855165069223
PIOBESI TORINESE,0.0,0.0,0.0
PIOBESI TORINESE,0.0,0.0,0.0
PIOBESI TORINESE,-72.83,-1889.098,-486.75547539293996
PIOSSASCO,69.3,7692.172,427.34288888888887
PIOSSASCO,-67.99,-7502.949,-416.3678690344062
PIOSSASCO,0.0,0.0,0.0
PIOSSASCO,0.0,0.0,0.0
PISCINA,70.7,1363.325,416.53681637641307
PISCINA,0.0,0.0,0.0
PISCINA,0.0,0.0,0.0
PISCINA,-50.58,-1526.735,-451.69674556213016
PIVERONE,67.99,656.761,516.3215408805031
PIVERONE,0.0,0.0,0.0
PIVERONE,0.0,0.0,0.0
PIVERONE,-68.85,-759.396,-567.1366691560867
POIRINO,-80.79,-3966.285,-392.2354628164557
POIRINO,0.0,0.0,0.0
POIRINO,0.0,0.0,0.0
POIRINO,82.24,4151.212,407.10130430518785
POMARETTO,0.0,0.0,0.0
POMARETTO,80.85,410.765,423.46907216494844
POMARETTO,0.0,0.0,0.0
POMARETTO,-70.9,-450.369,-460.5
PONT-CANAVESE,45.08,1049.712,349.3217970049917
PONT-CANAVESE,0.0,0.0,0.0
PONT-CANAVESE,0.0,0.0,0.0
PONT-CANAVESE,-47.48,-1238.31,-392.86484771573606
PORTE,0.0,0.0,0.0
PORTE,-53.73,-413.633,-382.9935185185185
PORTE,0.0,0.0,0.0
PORTE,53.08,529.743,470.4644760213144
PRAGELATO,0.0,0.0,0.0
PRAGELATO,0.0,0.0,0.0
PRAGELATO,52.71,890.522,1196.9381720430108
PRAGELATO,-51.65,-856.661,-1149.8805369127517
PRALI,0.0,0.0,0.0
PRALI,0.0,0.0,0.0
PRALI,44.92,300.386,1173.3828125
PRALI,-44.75,-282.057,-1084.8346153846153
PRALORMO,63.59,634.407,335.8427739544733
PRALORMO,-61.26,-630.883,-333.8005291005291
PRALORMO,0.0,0.0,0.0
PRALORMO,0.0,0.0,0.0
PRAMOLLO,0.0,0.0,0.0
PRAMOLLO,52.3,106.71,482.85067873303166
PRAMOLLO,-48.64,-92.091,-409.29333333333335
PRAROSTINO,0.0,0.0,0.0
PRAROSTINO,0.0,0.0,0.0
PRAROSTINO,-56.18,-513.45,-408.797770700637
PRAROSTINO,54.14,520.186,413.8313444709627
PRASCORSANO,55.12,169.751,243.54519368723098
PRASCORSANO,0.0,0.0,0.0
PRASCORSANO,0.0,0.0,0.0
PRASCORSANO,-53.96,-163.953,-221.85791610284167
PRATIGLIONE,0.0,0.0,0.0
PRATIGLIONE,-42.61,-176.531,-385.43886462882097
PRATIGLIONE,46.49,223.777,487.5315904139434
PRATIGLIONE,0.0,0.0,0.0
QUAGLIUZZO,-79.12,-138.188,-425.19384615384615
QUAGLIUZZO,0.0,0.0,0.0
QUAGLIUZZO,0.0,0.0,0.0
QUAGLIUZZO,82.25,141.601,421.4315476190476
QUASSOLO,0.0,0.0,0.0
QUASSOLO,82.88,164.112,494.31325301204816
QUASSOLO,0.0,0.0,0.0
QUASSOLO,-85.62,-199.239,-574.1757925072046
QUINCINETTO,78.9,396.494,403.35096642929807
QUINCINETTO,0.0,0.0,0.0
QUINCINETTO,-73.89,-309.772,-307.9244532803181
REANO,70.88,760.879,436.2838302752294
REANO,0.0,0.0,0.0
REANO,0.0,0.0,0.0
REANO,-71.17,-776.591,-437.76268320180384
RIBORDONE,0.0,0.0,0.0
RIBORDONE,0.0,0.0,0.0
RIBORDONE,32.760000000000005,61.24799999999999,1177.846153846154
RIVALBA,-68.18,-567.97,-499.97359154929575
RIVALBA,0.0,0.0,0.0
RIVALBA,65.41,484.779,422.2813588850174
RIVALBA,0.0,0.0,0.0
RIVALTA DI TORINO,-69.63,-10108.41,-503.8836548526993
RIVALTA DI TORINO,0.0,0.0,0.0
RIVALTA DI TORINO,0.0,0.0,0.0
RIVALTA DI TORINO,72.98,11541.92,569.9713580246913
RIVA PRESSO CHIERI,0.0,0.0,0.0
RIVA PRESSO CHIERI,0.0,0.0,0.0
RIVA PRESSO CHIERI,84.99,1795.113,377.83898126710164
RIVA PRESSO CHIERI,-84.41,-1835.601,-386.19840100988847
RIVARA,0.0,0.0,0.0
RIVARA,0.0,0.0,0.0
RIVARA,59.69,1029.242,412.1914297156588
RIVARA,-54.93,-1064.827,-419.55358550039404
RIVAROLO CANAVESE,0.0,0.0,0.0
RIVAROLO CANAVESE,0.0,0.0,0.0
RIVAROLO CANAVESE,48.7,5916.086,477.37319454530785
RIVAROLO CANAVESE,-46.26,-5364.58,-432.6274193548387
RIVAROSSA,0.0,0.0,0.0
RIVAROSSA,0.0,0.0,0.0
RIVAROSSA,43.76,621.084,400.1829896907216
RIVAROSSA,-48.88,-585.058,-375.27774214239895
RIVOLI,66.88,25023.623,533.1321345633509
RIVOLI,0.0,0.0,0.0
RIVOLI,-62.42,-22073.88,-466.50069740901984
RIVOLI,0.0,0.0,0.0
ROBASSOMERO,0.0,0.0,0.0
ROBASSOMERO,-72.32,-1244.928,-406.4407443682664
ROBASSOMERO,0.0,0.0,0.0
ROBASSOMERO,75.69,1245.653,403.38503886010363
ROCCA CANAVESE,0.0,0.0,0.0
ROCCA CANAVESE,-65.55,-629.818,-376.9108318372232
ROCCA CANAVESE,0.0,0.0,0.0
ROCCA CANAVESE,66.24,643.519,369.20195065978197
ROLETTO,-62.82,-1227.422,-627.1957077158917
ROLETTO,0.0,0.0,0.0
ROLETTO,58.0,1448.837,732.4757330637007
ROLETTO,0.0,0.0,0.0
ROMANO CANAVESE,0.0,0.0,0.0
ROMANO CANAVESE,-70.04,-1228.907,-466.5554290053151
ROMANO CANAVESE,0.0,0.0,0.0
ROMANO CANAVESE,75.98,1066.414,400.0052513128282
RONCO CANAVESE,0.0,0.0,0.0
RONCO CANAVESE,0.0,0.0,0.0
RONCO CANAVESE,-28.5,-246.694,-844.8424657534247
RONCO CANAVESE,28.65,283.593,914.8161290322581
RONDISSONE,0.0,0.0,0.0
RONDISSONE,-68.48,-985.363,-529.1960257787325
RONDISSONE,0.0,0.0,0.0
RONDISSONE,69.74,1068.899,556.4284226965123
RORA',65.09,117.291,538.0321100917431
RORA',0.0,0.0,0.0
RORA',0.0,0.0,0.0
RORA',-59.94,-99.007,-430.46521739130435
ROURE-RORETO CHISONE,46.59,468.188,617.6622691292876
ROURE-RORETO CHISONE,0.0,0.0,0.0
ROURE-RORETO CHISONE,0.0,0.0,0.0
ROURE-RORETO CHISONE,-49.6,-452.005,-563.5972568578553
ROSTA,-71.1,-2302.665,-463.1265084473049
ROSTA,0.0,0.0,0.0
ROSTA,0.0,0.0,0.0
ROSTA,70.4,2451.367,480.0953779866823
RUBIANA,-74.87,-1518.327,-639.5648694187026
RUBIANA,0.0,0.0,0.0
RUBIANA,0.0,0.0,0.0
RUBIANA,73.24,1526.04,627.7416700946113
RUEGLIO,-51.05,-247.647,-316.27969348659
RUEGLIO,0.0,0.0,0.0
RUEGLIO,0.0,0.0,0.0
RUEGLIO,50.51,347.589,429.1222222222222
SALASSA,0.0,0.0,0.0
SALASSA,-54.23,-631.002,-346.3238199780461
SALASSA,0.0,0.0,0.0
SALASSA,52.01,627.947,341.0901683867463
SALBERTRAND,0.0,0.0,0.0
SALBERTRAND,-45.63,-425.234,-698.2495894909688
SALBERTRAND,54.26,393.34,626.3375796178344
SALERANO CANAVESE,75.44,287.801,632.5296703296704
SALERANO CANAVESE,-74.01,-287.306,-628.6783369803063
SALERANO CANAVESE,0.0,0.0,0.0
SALERANO CANAVESE,0.0,0.0,0.0
SALZA DI PINEROLO,0.0,0.0,0.0
SALZA DI PINEROLO,47.27,25.168,354.4788732394366
SALZA DI PINEROLO,0.0,0.0,0.0
SALZA DI PINEROLO,-53.13,-21.891,-291.88
SAMONE,0.0,0.0,0.0
SAMONE,0.0,0.0,0.0
SAMONE,78.74,667.88,442.01191264063533
SAMONE,-72.08,-685.29,-451.7402768622281
SAN BENIGNO CANAVESE,-62.25,-2484.001,-415.3847826086957
SAN BENIGNO CANAVESE,0.0,0.0,0.0
SAN BENIGNO CANAVESE,0.0,0.0,0.0
SAN BENIGNO CANAVESE,67.18,2504.345,410.07777959718356
SAN CARLO CANAVESE,0.0,0.0,0.0
SAN CARLO CANAVESE,-63.99,-1910.491,-476.6694111776447
SAN CARLO CANAVESE,0.0,0.0,0.0
SAN CARLO CANAVESE,66.42,1852.851,459.6504589431903
SAN COLOMBANO BELMONTE,-46.4,-148.611,-420.9943342776204
SAN COLOMBANO BELMONTE,0.0,0.0,0.0
SAN COLOMBANO BELMONTE,0.0,0.0,0.0
SAN COLOMBANO BELMONTE,50.43,153.369,426.025
SAN DIDERO,61.65,251.226,497.4772277227723
SAN DIDERO,0.0,0.0,0.0
SAN DIDERO,-75.53,-305.747,-595.9980506822612
SAN DIDERO,0.0,0.0,0.0
SAN FRANCESCO AL CAMPO,0.0,0.0,0.0
SAN FRANCESCO AL CAMPO,-79.36,-1753.321,-363.2320281748498
SAN FRANCESCO AL CAMPO,85.98,1819.427,376.3034126163392
SAN FRANCESCO AL CAMPO,0.0,0.0,0.0
SANGANO,0.0,0.0,0.0
SANGANO,0.0,0.0,0.0
SANGANO,71.89,1859.887,504.3077548806941
SANGANO,-70.78,-1855.3,-497.7998390126107
SAN GERMANO CHISONE,0.0,0.0,0.0
SAN GERMANO CHISONE,0.0,0.0,0.0
SAN GERMANO CHISONE,55.69,805.179,464.61569532602425
SAN GERMANO CHISONE,-59.35,-784.632,-452.23746397694526
SAN GILLIO,-57.01,-1711.415,-545.210258043963
SAN GILLIO,0.0,0.0,0.0
SAN GILLIO,0.0,0.0,0.0
SAN GILLIO,57.7,1613.214,495.1546961325967
SAN GIORGIO CANAVESE,67.84,1305.578,524.5391723583768
SAN GIORGIO CANAVESE,0.0,0.0,0.0
SAN GIORGIO CANAVESE,0.0,0.0,0.0
SAN GIORGIO CANAVESE,-67.6,-1501.18,-592.6490327674694
SAN GIORIO DI SUSA,48.42,513.905,528.7088477366256
SAN GIORIO DI SUSA,0.0,0.0,0.0
SAN GIORIO DI SUSA,-48.28,-520.808,-531.4367346938775
SAN GIORIO DI SUSA,0.0,0.0,0.0
SAN GIUSTO CANAVESE,0.0,0.0,0.0
SAN GIUSTO CANAVESE,0.0,0.0,0.0
SAN GIUSTO CANAVESE,70.31,1536.513,471.0340282035561
SAN GIUSTO CANAVESE,-73.07,-1710.03,-521.8278913640524
SAN MARTINO CANAVESE,0.0,0.0,0.0
SAN MARTINO CANAVESE,-77.09,-368.942,-456.61138613861385
SAN MARTINO CANAVESE,80.93,317.036,391.40246913580245
SAN MAURIZIO CANAVESE,-75.03,-4889.653,-481.02833251352683
SAN MAURIZIO CANAVESE,0.0,0.0,0.0
SAN MAURIZIO CANAVESE,75.86,4985.49,485.6312098188194
SAN MAURIZIO CANAVESE,0.0,0.0,0.0
SAN MAURO TORINESE,-61.31,-7269.525,-392.5229481641469
SAN MAURO TORINESE,0.0,0.0,0.0
SAN MAURO TORINESE,65.84,8488.753,456.4581921815346
SAN MAURO TORINESE,0.0,0.0,0.0
SAN PIETRO VAL LEMINA,-52.81,-607.783,-420.6110726643599
SAN PIETRO VAL LEMINA,0.0,0.0,0.0
SAN PIETRO VAL LEMINA,55.59,800.612,549.1165980795611
SAN PIETRO VAL LEMINA,0.0,0.0,0.0
SAN PONSO,53.0,304.267,1283.8270042194092
SAN PONSO,0.0,0.0,0.0
SAN PONSO,0.0,0.0,0.0
SAN PONSO,-59.24,-224.587,-873.8793774319066
SAN RAFFAELE CIMENA,-59.09,-1185.878,-381.18868531018967
SAN RAFFAELE CIMENA,0.0,0.0,0.0
SAN RAFFAELE CIMENA,0.0,0.0,0.0
SAN RAFFAELE CIMENA,63.68,1256.528,399.40495867768595
SAN SEBASTIANO DA PO,0.0,0.0,0.0
SAN SEBASTIANO DA PO,0.0,0.0,0.0
SAN SEBASTIANO DA PO,-64.73,-821.174,-439.60064239828694
SAN SEBASTIANO DA PO,71.18,913.377,482.757399577167
SAN SECONDO DI PINEROLO,0.0,0.0,0.0
SAN SECONDO DI PINEROLO,0.0,0.0,0.0
SAN SECONDO DI PINEROLO,51.71,2619.287,718.2031806964628
SAN SECONDO DI PINEROLO,-56.2,-2101.057,-572.6511310983919
SANT'AMBROGIO DI TORINO,0.0,0.0,0.0
SANT'AMBROGIO DI TORINO,68.52,2119.549,465.22146619841965
SANT'AMBROGIO DI TORINO,0.0,0.0,0.0
SANT'AMBROGIO DI TORINO,-68.4,-1979.622,-422.5447171824973
SANT'ANTONINO DI SUSA,-73.51,-1850.736,-457.0847122746357
SANT'ANTONINO DI SUSA,0.0,0.0,0.0
SANT'ANTONINO DI SUSA,0.0,0.0,0.0
SANT'ANTONINO DI SUSA,75.15,1903.882,465.4968215158924
SANTENA,0.0,0.0,0.0
SANTENA,85.21,4917.901,469.26536259541984
SANTENA,-82.07,-4520.554,-429.13935826846404
SANTENA,0.0,0.0,0.0
SAUZE DI CESANA,54.03,223.137,978.671052631579
SAUZE DI CESANA,0.0,0.0,0.0
SAUZE DI CESANA,-48.5,-253.252,-1008.9721115537849
SAUZE DI CESANA,0.0,0.0,0.0
SAUZE D'OULX,46.44,1778.109,1736.4345703125
SAUZE D'OULX,0.0,0.0,0.0
SAUZE D'OULX,0.0,0.0,0.0
SAUZE D'OULX,-54.75,-1883.468,-1756.9664179104477
SCALENGHE,0.0,0.0,0.0
SCALENGHE,66.38,1557.303,485.44357855361596
SCALENGHE,0.0,0.0,0.0
SCALENGHE,-55.74,-1678.684,-517.3140215716487
SCARMAGNO,66.72,418.003,530.4606598984772
SCARMAGNO,0.0,0.0,0.0
SCARMAGNO,0.0,0.0,0.0
SCARMAGNO,-63.3,-446.876,-553.7496902106568
SCIOLZE,62.18,556.713,392.3276955602537
SCIOLZE,0.0,0.0,0.0
SCIOLZE,-56.51,-521.484,-360.6390041493776
SCIOLZE,0.0,0.0,0.0
SESTRIERE,52.87,1701.634,1876.1124586549063
SESTRIERE,0.0,0.0,0.0
SESTRIERE,-54.94,-1550.908,-1669.438105489774
SETTIMO ROTTARO,-75.17,-225.206,-484.31397849462365
SETTIMO ROTTARO,73.3,187.41,400.44871794871796
SETTIMO ROTTARO,0.0,0.0,0.0
SETTIMO ROTTARO,0.0,0.0,0.0
SETTIMO TORINESE,64.05,25492.699,556.6334556094153
SETTIMO TORINESE,0.0,0.0,0.0
SETTIMO TORINESE,0.0,0.0,0.0
SETTIMO TORINESE,-55.25,-22689.026,-485.8567849418617
SETTIMO VITTONE,0.0,0.0,0.0
SETTIMO VITTONE,0.0,0.0,0.0
SETTIMO VITTONE,72.47,811.832,538.3501326259947
SETTIMO VITTONE,-65.37,-704.824,-462.1796721311475
SPARONE,42.74,407.256,440.27675675675675
SPARONE,0.0,0.0,0.0
SPARONE,-40.85,-406.721,-436.39592274678114
SPARONE,0.0,0.0,0.0
STRAMBINELLO,81.28,129.93,521.8072289156627
STRAMBINELLO,0.0,0.0,0.0
STRAMBINELLO,0.0,0.0,0.0
STRAMBINELLO,-75.04,-116.096,-429.9851851851852
STRAMBINO,0.0,0.0,0.0
STRAMBINO,0.0,0.0,0.0
STRAMBINO,71.94,3195.618,527.4167354348903
STRAMBINO,-70.85,-3140.351,-517.6118345145871
SUSA,63.63,3122.644,528.8135478408128
SUSA,0.0,0.0,0.0
SUSA,0.0,0.0,0.0
SUSA,-63.32,-2988.281,-494.25752563678464
TAVAGNASCO,0.0,0.0,0.0
TAVAGNASCO,76.53,300.556,403.4308724832215
TAVAGNASCO,-77.23,-281.001,-365.4109232769831
TORINO,0.0,0.0,0.0
TORINO,57.15,422223.607,498.5365982388072
TORINO,-50.77,-406165.907,-478.858550382223
TORINO,0.0,0.0,0.0
TORRAZZA PIEMONTE,-69.89,-1476.342,-496.5832492431887
TORRAZZA PIEMONTE,0.0,0.0,0.0
TORRAZZA PIEMONTE,93.37,5571.458,1851.597873047524
TORRAZZA PIEMONTE,0.0,0.0,0.0
TORRE CANAVESE,-68.75,-273.548,-449.9144736842105
TORRE CANAVESE,70.08,272.9,440.8723747980614
TORRE CANAVESE,0.0,0.0,0.0
TORRE PELLICE,-57.3,-2315.74,-508.0605528740676
TORRE PELLICE,0.0,0.0,0.0
TORRE PELLICE,0.0,0.0,0.0
TORRE PELLICE,58.46,2399.703,517.8470004315926
TRANA,70.39,1750.427,464.1811190665606
TRANA,0.0,0.0,0.0
TRANA,0.0,0.0,0.0
TRANA,-69.54,-1778.334,-463.7116036505867
TRAVERSELLA,49.6,169.335,549.788961038961
TRAVERSELLA,0.0,0.0,0.0
TRAVERSELLA,0.0,0.0,0.0
TRAVERSELLA,-50.03,-121.889,-378.5372670807453
TRAVES,0.0,0.0,0.0
TRAVES,0.0,0.0,0.0
TRAVES,-37.2,-187.575,-367.79411764705884
TRAVES,37.1,185.421,362.8590998043053
TROFARELLO,0.0,0.0,0.0
TROFARELLO,0.0,0.0,0.0
TROFARELLO,75.65,5408.466,509.7037037037037
TROFARELLO,-70.55,-5240.198,-489.8754791062915
USSEAUX,44.56,169.581,974.6034482758621
USSEAUX,0.0,0.0,0.0
USSEAUX,0.0,0.0,0.0
USSEAUX,-43.68,-152.655,-857.6123595505618
USSEGLIO,0.0,0.0,0.0
USSEGLIO,47.05,180.746,946.3141361256545
USSEGLIO,0.0,0.0,0.0
USSEGLIO,-53.67,-194.09,-965.6218905472637
VAIE,76.62,770.005,562.8691520467836
VAIE,0.0,0.0,0.0
VAIE,0.0,0.0,0.0
VAIE,-70.12,-580.204,-412.6628733997155
VAL DELLA TORRE,0.0,0.0,0.0
VAL DELLA TORRE,77.06,2727.945,686.1028672032193
VAL DELLA TORRE,-67.43,-2077.645,-518.374500998004
VALGIOIE,-56.34,-497.748,-535.7890204520991
VALGIOIE,54.36,459.707,480.36259143155695
VALGIOIE,0.0,0.0,0.0
VALLO TORINESE,58.36,272.745,349.6730769230769
VALLO TORINESE,0.0,0.0,0.0
VALLO TORINESE,-53.78,-247.631,-313.06068268015173
VALPERGA,49.43,1284.383,433.9131756756757
VALPERGA,0.0,0.0,0.0
VALPERGA,0.0,0.0,0.0
VALPERGA,-48.01,-1250.442,-413.09613478691773
VALPRATO SOANA,0.0,0.0,0.0
VALPRATO SOANA,-41.05,-90.447,-972.5483870967741
VALPRATO SOANA,50.79,134.698,1403.1041666666667
VARISELLA,0.0,0.0,0.0
VARISELLA,54.71,427.955,507.65717674970347
VARISELLA,0.0,0.0,0.0
VARISELLA,-51.27,-388.644,-455.62016412661194
VAUDA CANAVESE,83.73,613.137,430.8763176387913
VAUDA CANAVESE,0.0,0.0,0.0
VAUDA CANAVESE,-80.74,-610.21,-422.5831024930748
VENAUS,44.6,326.281,388.4297619047619
VENAUS,0.0,0.0,0.0
VENAUS,0.0,0.0,0.0
VENAUS,-31.57,-339.314,-386.4624145785877
VENARIA REALE,58.65,14092.171,438.1893967661692
VENARIA REALE,0.0,0.0,0.0
VENARIA REALE,0.0,0.0,0.0
VENARIA REALE,-55.63,-13649.036,-415.90090803827167
VEROLENGO,0.0,0.0,0.0
VEROLENGO,-61.37,-2071.437,-433.3550209205021
VEROLENGO,0.0,0.0,0.0
VEROLENGO,74.11,2369.661,490.10568769389863
VERRUA SAVOIA,68.37,591.009,444.7020316027088
VERRUA SAVOIA,0.0,0.0,0.0
VERRUA SAVOIA,-64.99,-601.053,-447.21205357142856
VESTIGNE',0.0,0.0,0.0
VESTIGNE',69.15,319.45,428.79194630872485
VESTIGNE',0.0,0.0,0.0
VESTIGNE',-60.27,-373.66,-487.80678851174935
VIALFRE',-76.74,-125.993,-522.792531120332
VIALFRE',0.0,0.0,0.0
VIALFRE',0.0,0.0,0.0
VIALFRE',77.83,122.913,476.40697674418607
VIDRACCO,46.58,172.227,369.58583690987126
VIDRACCO,0.0,0.0,0.0
VIDRACCO,0.0,0.0,0.0
VIDRACCO,-43.63,-162.114,-328.165991902834
VIGONE,76.64,2291.586,456.0370149253731
VIGONE,0.0,0.0,0.0
VIGONE,0.0,0.0,0.0
VIGONE,-76.65,-2167.519,-423.84024247164643
VILLAFRANCA PIEMONTE,-78.96,-2031.052,-449.5467020805666
VILLAFRANCA PIEMONTE,0.0,0.0,0.0
VILLAFRANCA PIEMONTE,0.0,0.0,0.0
VILLAFRANCA PIEMONTE,75.51,2099.148,455.94005212858383
VILLANOVA CANAVESE,0.0,0.0,0.0
VILLANOVA CANAVESE,-77.27,-522.716,-436.68838763575604
VILLANOVA CANAVESE,0.0,0.0,0.0
VILLANOVA CANAVESE,80.82,592.055,490.1117549668874
VILLARBASSE,0.0,0.0,0.0
VILLARBASSE,-75.72,-1731.721,-494.3536968312875
VILLARBASSE,0.0,0.0,0.0
VILLARBASSE,75.77,1754.267,492.9100871031188
